,ACTR3B,ANLN,BAG1,BCL2,BIRC5,BLVRA,CCNB1,CCNE1,CDC20,CDC6,CDCA1,CDH3,CENPF,CEP55,CXXC5,EGFR,ERBB2,ESR1,EXO1,FGFR4,FOXA1,FOXC1,GPR160,GRB7,KIF2C,KNTC2,KRT14,KRT17,KRT5,MAPT,MDM2,MELK,MIA,MKI67,MLPH,MMP11,MYBL2,MYC,NAT1,ORC6L,PGR,PHGDH,PTTG1,RRM2,SFRP1,SLC39A6,TMEM45B,TYMS,UBE2C,UBE2T
48,1.496,-1.083,-0.188,0.924,-1.864,-0.608,-1.8630000000000002,0.084,-0.541,-1.9709999999999999,-1.125,0.077,-0.7040000000000001,-0.52,-1.189,0.49700000000000005,0.898,-3.367,-0.662,-2.112,0.0,2.53,-1.1340000000000001,0.633,-1.6,-0.7120000000000001,2.7489999999999997,1.913,3.262,-0.469,0.667,-1.0959999999999999,3.525,0.373,0.857,3.065,-0.7709999999999999,-0.544,-0.035,-2.412,1.034,-0.7,-1.591,-2.2880000000000003,-0.49700000000000005,-0.195,0.0,-2.31,0.622,-1.435
49,1.065,-2.6189999999999998,0.489,3.885,-2.4859999999999998,0.161,-1.7269999999999999,-0.35,-1.5919999999999999,-1.69,-1.121,1.324,-1.564,-1.25,-0.56,0.484,0.895,-1.8219999999999998,-0.988,-1.867,-3.259,2.95,-0.324,0.988,-1.4569999999999999,-1.0270000000000001,1.251,3.7119999999999997,1.209,-0.23600000000000002,0.276,-0.39799999999999996,1.743,-1.087,0.9790000000000001,2.943,-0.956,-2.106,1.475,-2.6630000000000003,-0.174,-1.03,-1.247,-1.237,0.096,-2.166,-2.925,-2.02,-0.932,-1.015
50,0.7120000000000001,-0.021,-0.831,0.391,-1.1420000000000001,-0.743,-1.874,0.154,-0.006999999999999999,-1.8659999999999999,0.504,2.6069999999999998,0.44,-0.61,-1.6019999999999999,0.149,2.115,-4.251,-0.19899999999999998,-1.79,-2.807,3.23,-1.4080000000000001,0.7609999999999999,-1.168,-0.595,3.66,1.709,0.727,-0.147,0.386,0.35100000000000003,3.6,-0.094,0.732,4.332,-1.104,-0.434,-0.005,-1.78,0.727,-1.228,-1.026,-2.073,3.7119999999999997,-2.238,0.0,-1.81,-0.139,-0.365
51,1.382,-1.078,0.057999999999999996,0.322,0.5429999999999999,-1.514,-0.11199999999999999,1.175,0.005,-1.797,-0.055999999999999994,2.773,0.315,-0.7,-0.382,-0.5660000000000001,-0.444,-1.919,0.24600000000000002,-1.1340000000000001,-3.86,2.85,-1.139,0.45,-0.514,-0.579,0.652,-1.2830000000000001,-1.02,-0.077,-0.021,0.42700000000000005,-0.598,-0.618,0.32299999999999995,2.485,0.031,0.489,0.12300000000000001,-2.29,-0.863,1.482,-0.574,-0.603,-0.10300000000000001,-1.68,-3.7110000000000003,-2.12,0.27899999999999997,0.11900000000000001
52,1.199,-0.899,-1.276,0.307,-1.3969999999999998,-0.415,-1.423,-0.693,-1.06,-1.425,-0.9540000000000001,2.6630000000000003,-1.472,-1.04,-0.396,0.28,2.041,-3.343,-1.432,-1.854,0.0,2.65,-2.377,0.36700000000000005,-2.089,-1.617,2.0580000000000003,1.569,-0.273,0.122,0.008,-1.925,4.993,-3.323,0.45299999999999996,2.614,-1.891,-0.6729999999999999,-0.078,-1.6869999999999998,0.39399999999999996,0.299,-1.068,-3.235,1.617,-1.163,-3.6,-2.47,-0.179,-0.578
53,2.925,-1.979,-1.507,0.8640000000000001,-2.056,-0.027999999999999997,-1.9609999999999999,0.574,-0.732,-1.168,-0.45899999999999996,-0.516,-1.443,-0.51,-1.6980000000000002,0.612,3.029,0.0,-2.2030000000000003,-1.7380000000000002,-1.8330000000000002,3.79,-1.161,1.2690000000000001,-1.59,-0.37200000000000005,0.604,3.532,1.5330000000000001,0.325,0.253,-0.965,2.383,0.203,0.6459999999999999,4.872,-1.3130000000000002,-1.09,0.0,0.0,1.446,0.34600000000000003,-1.8319999999999999,-1.831,-0.364,-1.499,-3.287,-2.1,-0.83,-1.157
54,-2.036,-1.102,-0.838,0.536,-1.0590000000000002,0.509,-0.812,-0.483,-0.187,0.924,-1.426,3.0839999999999996,-0.777,0.46,-0.89,0.6629999999999999,0.09300000000000001,-3.45,-0.7959999999999999,-2.252,-1.489,2.84,0.925,0.037000000000000005,-0.759,-0.467,0.35600000000000004,-0.11699999999999999,-1.308,-0.337,-0.011000000000000001,-0.235,3.139,-0.634,0.21100000000000002,3.445,-0.8340000000000001,-0.841,0.134,-1.46,0.825,-0.893,-0.512,-2.062,0.627,-2.113,-3.603,-1.6,-0.7759999999999999,-1.218
55,1.771,-1.067,0.337,0.214,-0.39399999999999996,0.151,-0.8959999999999999,0.632,-0.395,-1.6580000000000001,-0.723,3.165,-1.291,-0.88,-2.0469999999999997,-0.135,0.7759999999999999,-4.598,-0.59,-1.659,0.0,1.95,-2.384,0.63,-1.242,-0.365,0.445,-1.305,-0.795,-0.08900000000000001,0.293,0.033,2.645,-2.76,0.718,1.839,-1.49,0.386,-0.040999999999999995,-0.479,-0.643,-0.474,-1.2429999999999999,-2.33,3.545,-2.786,-3.1630000000000003,-1.34,-0.225,0.063
56,1.771,-1.067,0.337,0.214,-0.39399999999999996,0.151,-0.8959999999999999,0.632,-0.395,-1.6580000000000001,-0.723,3.165,-1.291,-0.88,-2.0469999999999997,-0.135,0.7759999999999999,-4.598,-0.59,-1.659,0.0,1.95,-2.384,0.63,-1.242,-0.365,0.445,-1.305,-0.795,-0.08900000000000001,0.293,0.033,2.645,-2.76,0.718,1.839,-1.49,0.386,-0.040999999999999995,-0.479,-0.643,-0.474,-1.2429999999999999,-2.33,3.545,-2.786,-3.1630000000000003,-1.34,-0.225,0.063
57,-0.057,0.56,-2.602,0.613,-0.722,-0.096,-0.826,-0.425,-0.54,-0.6859999999999999,-0.701,-0.564,-0.452,-0.11,-2.0380000000000003,-0.09699999999999999,0.6759999999999999,-4.9030000000000005,0.086,-1.6769999999999998,-0.634,1.41,-0.17,0.958,-1.611,0.193,-0.774,-3.207,-1.264,0.11199999999999999,0.33399999999999996,-1.186,4.789,-0.7879999999999999,0.728,0.799,-0.284,-2.01,0.018000000000000002,-1.531,0.081,-0.602,-0.187,-0.9990000000000001,4.048,-0.826,1.147,-0.16,0.013000000000000001,0.703
58,0.47,-1.479,-0.505,1.3230000000000002,-1.495,0.209,-0.43799999999999994,0.45299999999999996,-0.33299999999999996,-1.482,0.546,0.9,-0.21,-0.18,-1.426,0.584,0.23,0.0,-0.9540000000000001,-1.75,0.0,-0.27,-1.204,0.5760000000000001,-0.612,-0.085,0.139,2.003,3.127,0.08,0.45799999999999996,0.40299999999999997,1.197,0.062,0.745,1.386,-0.154,-1.3659999999999999,0.848,-1.955,1.003,-1.025,-0.64,-0.46799999999999997,-3.0860000000000003,-2.875,0.0,-1.0,0.312,-0.599
59,0.9620000000000001,-1.455,0.161,1.072,-1.6969999999999998,-0.305,-1.983,0.098,-0.595,-2.306,-1.081,3.2969999999999997,-0.368,-0.72,-1.2690000000000001,-0.24100000000000002,0.818,-3.928,-1.123,-2.28,-3.967,2.5,-1.103,0.894,-1.2429999999999999,-0.865,3.0810000000000004,1.329,1.325,-0.168,0.20800000000000002,-0.262,3.3989999999999996,-2.904,0.505,3.786,-0.425,-0.022000000000000002,0.9309999999999999,-1.825,-0.059000000000000004,-0.387,-1.5919999999999999,-1.996,1.308,-2.855,-4.343999999999999,-3.13,0.636,-0.7509999999999999
60,1.204,-0.794,-1.7530000000000001,0.479,-0.467,-0.8,-1.037,0.35200000000000004,-0.672,-1.771,-0.821,3.122,-0.495,-0.14,-2.085,0.43700000000000006,-0.903,-0.888,-0.226,-1.929,0.0,-0.16,-1.395,0.445,-0.785,-0.7140000000000001,-0.166,-2.418,-1.916,-0.16699999999999998,-0.188,-0.377,2.416,-0.125,0.54,1.338,-1.402,-0.233,-0.052000000000000005,-1.3130000000000002,0.544,-0.499,-1.494,-2.247,3.01,-1.126,-2.845,-1.6,-0.017,-0.27
61,0.004,-0.691,-1.213,0.961,-0.528,-0.797,-1.426,-0.804,-0.878,-2.468,-1.85,1.929,-1.714,-0.77,-1.079,0.434,0.807,-3.625,-2.2230000000000003,-1.699,0.0,-0.68,-1.3619999999999999,1.0759999999999998,-1.2570000000000001,-0.8740000000000001,0.294,3.0860000000000003,2.2640000000000002,0.134,0.331,-1.936,2.229,0.012,1.239,5.251,-0.768,-2.395,0.303,-2.596,0.6629999999999999,-0.41700000000000004,-1.7919999999999998,-1.486,3.9330000000000003,-1.6909999999999998,-1.912,-2.51,-0.084,-1.16
62,2.156,-2.225,-1.276,0.7440000000000001,-1.827,0.29100000000000004,-2.62,1.1340000000000001,-0.983,-2.309,-1.306,2.7889999999999997,-1.0490000000000002,-0.83,-0.24100000000000002,0.7490000000000001,0.564,-3.923,-1.528,-2.174,0.0,0.48,-1.604,0.601,-1.982,-1.475,-0.588,-1.2670000000000001,2.029,-0.644,0.44,-1.3559999999999999,3.16,-0.561,0.903,2.312,-1.5730000000000002,-1.014,0.047,-1.895,-0.16399999999999998,-2.3819999999999997,-1.165,-2.596,0.039,-0.945,-3.323,-2.51,-0.743,-0.996
63,1.5190000000000001,-0.363,-1.284,0.622,-1.1079999999999999,-0.691,-0.022000000000000002,0.381,-0.153,-1.473,-1.655,2.394,0.18899999999999997,0.51,-1.8019999999999998,0.11199999999999999,-0.748,-3.137,0.071,-1.08,0.0,3.48,-1.865,0.7090000000000001,-1.2930000000000001,-0.562,0.091,-2.017,-1.204,0.034,0.32899999999999996,-0.5920000000000001,-2.8510000000000004,1.59,0.29,0.608,0.15,1.2830000000000001,-0.20199999999999999,-2.592,0.048,1.666,-0.043,-2.2640000000000002,2.32,-1.797,-3.5,-1.54,0.484,1.25
64,1.891,-1.715,-0.8540000000000001,0.441,-1.053,-0.309,-1.617,0.099,-0.636,-2.273,-1.913,3.2460000000000004,-1.34,-0.32,-1.2229999999999999,0.584,0.647,0.0,-1.7,-2.7319999999999998,-3.2889999999999997,3.2,1.335,1.014,-1.834,-2.336,0.823,3.092,0.855,0.23600000000000002,0.09,-0.257,2.385,-2.391,0.868,5.412000000000001,-0.945,-1.0859999999999999,-0.022000000000000002,-1.646,-0.094,-0.205,-1.41,-2.688,2.31,-2.63,-3.1889999999999996,-3.44,0.22399999999999998,-0.8
65,0.9790000000000001,-2.12,-0.14800000000000002,2.06,-1.129,-0.207,-1.183,0.049,0.10800000000000001,-0.8170000000000001,-1.072,2.408,-1.061,-1.06,-0.7909999999999999,0.214,1.1340000000000001,0.0,-1.27,-2.089,0.0,2.75,-1.723,0.785,-1.056,-1.432,0.429,3.23,2.312,-0.18,0.613,-2.131,2.69,-0.852,0.846,2.521,-0.757,-0.838,0.64,0.0,0.16699999999999998,-0.15,-0.872,-1.919,0.41700000000000004,-3.427,-2.6639999999999997,-2.94,-0.107,-0.852
66,1.3459999999999999,-1.7719999999999998,-0.526,0.9259999999999999,0.4,-0.618,-0.65,1.074,1.3730000000000002,0.52,-1.139,2.314,-0.6459999999999999,-0.92,-1.327,0.396,2.046,0.0,-0.765,-1.2890000000000001,-0.887,2.41,0.344,0.98,-0.185,0.022000000000000002,0.8440000000000001,1.795,0.428,0.608,0.281,-0.794,3.761,-0.589,0.642,1.585,-0.88,-1.8459999999999999,-0.165,-1.841,-0.195,0.768,0.145,-1.359,3.2060000000000004,-1.732,-3.0780000000000003,-0.49,-0.34299999999999997,-0.031
67,4.005,-1.52,0.633,0.29600000000000004,-0.6859999999999999,-0.504,0.013000000000000001,2.6830000000000003,0.67,-1.06,2.234,1.945,-0.637,0.55,-1.208,-0.57,2.702,-1.248,-1.507,-2.633,0.0,1.59,-1.5430000000000001,0.529,-0.377,0.45,1.041,-1.27,2.028,0.13,-0.11199999999999999,0.62,2.623,-1.212,0.369,1.227,-1.27,0.7140000000000001,0.0,-1.085,-0.209,0.451,-0.055,-2.185,2.499,-0.214,0.0,-0.61,1.931,-1.274
68,1.0070000000000001,-1.94,0.7340000000000001,0.532,-0.546,-0.861,-2.786,-0.424,-1.2229999999999999,-1.714,-1.089,-0.44299999999999995,-1.4140000000000001,-2.05,-1.25,0.429,-0.27699999999999997,-4.141,-0.763,-2.176,-2.681,3.64,-0.9309999999999999,0.5,-1.6540000000000001,-1.163,-0.618,-0.802,-0.86,-0.345,0.14,0.535,4.906000000000001,-1.264,0.9209999999999999,4.019,-0.823,-1.213,-0.596,-1.319,1.228,0.026000000000000002,-2.454,-2.6910000000000003,-1.2209999999999999,-1.6230000000000002,-3.8930000000000002,-0.79,-0.19399999999999998,-1.202
69,4.104,-1.604,-0.024,0.7,-1.811,-0.895,-2.234,-1.099,-1.584,-2.508,-0.163,1.662,-0.645,-0.64,-2.323,0.4,1.9340000000000002,-1.6980000000000002,-0.9540000000000001,-1.68,0.0,2.32,-1.34,0.8440000000000001,-2.435,-1.411,0.342,-0.159,2.1180000000000003,0.302,0.136,-0.8270000000000001,-0.978,-1.33,0.6759999999999999,1.844,-2.0980000000000003,-0.988,0.069,-2.031,0.983,-0.8029999999999999,-1.631,-2.265,2.6310000000000002,1.7280000000000002,-3.284,-2.07,-0.674,0.17800000000000002
70,-1.508,-1.5590000000000002,-0.457,0.919,0.0,0.308,-1.8119999999999998,-0.925,-1.841,-2.992,-1.84,0.579,-1.483,-1.57,0.389,-0.16399999999999998,5.815,-0.408,-1.25,0.0,1.8,-0.276,1.386,2.355,-1.6569999999999998,-1.5190000000000001,0.583,-0.11800000000000001,-0.561,-0.01,0.53,-1.585,0.81,-1.161,0.0,2.967,-1.9969999999999999,-0.768,0.107,-2.195,0.0,-0.857,-2.31,-2.106,1.4809999999999999,-1.9509999999999998,2.2119999999999997,-3.0589999999999997,-1.09,-1.227
71,-1.147,-2.258,-0.401,2.362,0.0,-0.053,-2.3819999999999997,-0.895,-0.40700000000000003,0.601,-2.274,0.997,-1.626,-1.959,-0.29,0.016,6.69,0.0,-1.65,0.0,2.37,-0.076,-0.696,3.176,-0.495,-1.867,0.252,-1.12,-0.885,0.162,1.55,-1.7990000000000002,-1.67,-0.997,0.0,2.5860000000000003,-1.5,-2.517,-0.461,-1.906,0.0,-0.898,-1.6880000000000002,-2.752,-1.416,-2.041,0.145,-2.208,-0.81,-1.695
72,-1.047,-0.986,-1.07,0.943,-0.479,0.149,-1.159,0.344,0.28600000000000003,-0.523,-1.567,2.593,-0.598,-0.89,-0.841,0.027000000000000003,1.5819999999999999,-3.185,-0.687,0.544,1.547,-0.71,0.055,0.418,-0.28300000000000003,-0.659,0.16399999999999998,0.606,0.091,-0.064,0.8140000000000001,-1.0859999999999999,-2.31,0.522,1.165,3.85,-0.45899999999999996,-2.655,-0.065,-1.41,-0.33399999999999996,0.207,-0.67,-1.2919999999999998,-1.5130000000000001,-3.085,-0.09699999999999999,-1.2,-0.429,-0.392
73,-0.879,-1.412,-1.4169999999999998,0.708,-0.773,0.299,-1.058,-0.10300000000000001,-0.797,-1.5430000000000001,-0.5529999999999999,0.331,-0.782,-1.15,1.186,-0.5479999999999999,1.1520000000000001,0.992,-1.043,0.03,1.4280000000000002,-0.55,-1.1340000000000001,0.518,-0.884,-1.631,-0.42,-0.09,-0.953,0.187,0.16699999999999998,-1.034,-2.261,-0.873,0.604,2.63,-1.5859999999999999,-2.271,-0.147,-1.161,0.774,-1.129,-1.148,-1.729,-1.784,-2.326,-3.2739999999999996,-3.13,-0.09,-0.614
74,-0.574,-2.443,0.05,0.8220000000000001,-2.926,0.038,-2.046,-0.67,-1.26,0.6579999999999999,-1.984,1.4569999999999999,-1.179,-1.05,0.304,-0.379,6.085,-2.325,-1.806,-1.1420000000000001,2.116,-1.33,1.903,3.6910000000000003,-1.73,-2.131,0.249,-0.27399999999999997,-0.24,0.08800000000000001,0.293,-1.474,-1.2229999999999999,-1.59,0.8390000000000001,3.7710000000000004,-1.656,-1.595,-0.7070000000000001,-1.528,0.768,-1.4280000000000002,-2.127,-2.333,-1.5130000000000001,-2.309,0.439,-3.98,-0.89,-1.955
75,-1.508,-1.736,-0.107,0.812,1.0759999999999998,0.027999999999999997,-1.8630000000000002,0.151,-0.9359999999999999,-2.903,-1.828,2.048,-1.3519999999999999,-2.26,0.247,-0.23600000000000002,6.312,-3.3930000000000002,-1.787,-1.185,0.449,-1.12,-0.3,3.0869999999999997,-0.5870000000000001,-1.35,0.11900000000000001,-1.085,-1.031,-0.41,0.057999999999999996,-1.297,-0.35200000000000004,-2.765,0.6970000000000001,4.658,-0.26899999999999996,-2.8739999999999997,-0.613,-2.2569999999999997,-0.183,-1.103,-1.138,-1.68,-1.611,-3.255,-0.14300000000000002,-3.27,-0.858,-1.655
76,-0.897,-1.834,-0.311,0.9359999999999999,-1.055,-0.153,-2.705,-0.752,-1.626,-2.39,-2.093,1.67,-1.845,-2.43,-0.674,0.634,6.303,-3.085,-1.776,-2.378,0.9209999999999999,-0.7,-0.22699999999999998,2.5839999999999996,-1.9609999999999999,-1.921,-0.48100000000000004,0.595,-1.177,0.062,0.11800000000000001,-1.485,-0.478,-2.184,1.052,4.244,-1.36,-2.964,0.295,-2.336,0.272,-2.269,-2.9339999999999997,-2.126,-1.359,-2.4530000000000003,1.136,-2.45,-1.524,-1.849
77,0.203,-1.6019999999999999,-0.853,0.28300000000000003,-1.899,0.344,-2.115,0.669,-0.5720000000000001,-0.892,-1.133,1.3030000000000002,-1.5719999999999998,-0.12,-2.62,-0.001,1.6909999999999998,-3.736,-2.281,-1.844,1.423,-0.26,0.963,1.229,-2.003,0.436,-0.529,0.544,0.215,0.16699999999999998,0.253,-1.528,-2.483,-0.878,0.41200000000000003,1.858,-1.445,-1.136,0.168,-1.244,0.7959999999999999,-3.388,-1.875,-0.027000000000000003,-2.535,-2.5580000000000003,1.22,-0.11,-1.242,-0.32799999999999996
78,0.138,-2.681,0.49700000000000005,0.385,0.917,1.0979999999999999,-1.02,0.638,-0.56,-1.3090000000000002,-2.327,0.851,-2.5180000000000002,-1.18,-0.664,2.7260000000000004,1.56,-3.013,-1.4080000000000001,-1.758,1.341,-2.19,2.083,0.687,-1.704,-2.153,0.49700000000000005,-0.389,-0.877,-0.223,-0.23199999999999998,-0.5820000000000001,-0.46,-2.37,0.585,2.766,-0.7879999999999999,-1.9040000000000001,0.807,0.107,-0.387,-0.58,-1.057,0.325,-0.524,-2.307,2.278,-2.02,-0.134,0.063
79,-1.53,-3.0260000000000002,-1.296,0.53,-0.305,0.7140000000000001,-2.575,-1.614,-2.722,-3.298,-3.353,0.904,-3.219,-2.06,-1.845,0.953,1.4480000000000002,-0.41100000000000003,-2.517,-2.082,2.608,-1.75,1.858,0.711,-3.1460000000000004,-2.8810000000000002,0.836,0.138,-0.614,-0.354,0.495,-2.636,0.44,-2.487,1.057,4.808,-3.056,-2.6510000000000002,1.158,-3.758,0.825,-3.841,-2.406,-2.316,-0.153,-1.578,2.45,-3.65,-1.974,-1.983
80,-0.961,-1.808,-0.11599999999999999,0.562,-1.225,0.379,-1.6869999999999998,-0.997,-1.921,-1.824,-1.287,0.358,-2.154,-0.62,0.62,-0.529,2.464,2.343,-2.873,-2.461,2.008,-2.24,2.26,1.374,-2.156,-1.334,0.055,-0.9590000000000001,-1.337,-0.8959999999999999,1.015,-3.011,-1.436,-1.9240000000000002,1.141,5.107,-1.476,-3.198,1.643,-2.9160000000000004,0.371,-1.254,-1.7630000000000001,-2.049,-0.585,1.9569999999999999,0.28600000000000003,-1.54,0.134,-0.7759999999999999
81,-1.712,-2.114,-0.632,0.39299999999999996,-3.014,1.555,-2.097,-0.9570000000000001,-2.12,-1.94,-3.529,0.455,-4.1160000000000005,-2.35,-1.24,2.9789999999999996,1.161,-3.216,-2.292,-1.063,2.0669999999999997,-1.59,1.518,0.514,-2.213,-2.184,-0.462,-1.9409999999999998,-0.33399999999999996,-0.449,0.218,-2.142,0.0,-3.477,0.779,5.056,-1.729,-1.012,0.912,-2.728,-0.579,-1.65,-1.319,-1.137,-2.023,-2.245,1.7819999999999998,-3.16,-1.3530000000000002,-1.8019999999999998
82,-0.574,-1.6740000000000002,0.136,-0.22699999999999998,-1.6840000000000002,1.28,-2.498,0.192,-2.0180000000000002,-2.06,-2.1919999999999997,0.15,-2.069,-0.61,-0.21,0.213,5.632999999999999,-2.137,-1.2570000000000001,1.295,2.5660000000000003,-1.59,3.003,2.384,-2.944,-2.367,0.005,-2.544,-1.4040000000000001,-0.305,-0.122,-0.6459999999999999,-1.3230000000000002,-1.686,0.057,2.495,-1.54,-3.5989999999999998,1.2329999999999999,-2.489,-0.037000000000000005,-2.807,-1.604,-0.27899999999999997,-0.753,-2.476,1.929,-2.37,-1.256,-0.924
83,-1.655,-1.725,-0.75,0.321,-0.826,1.58,-2.423,-1.281,-1.514,-2.3080000000000003,-2.122,0.187,-2.12,-1.23,-0.011000000000000001,-0.414,1.975,2.383,-2.296,-1.176,2.459,-1.44,1.761,1.435,-1.909,-2.141,-0.785,-1.838,-2.145,-0.139,0.387,-2.21,-2.88,-1.129,0.451,5.526,-2.08,-3.023,1.505,-3.752,0.028999999999999998,-2.271,-1.662,-2.755,-3.325,-0.107,-0.396,-1.99,-0.406,-1.196
84,-0.581,-1.629,-0.212,0.344,-0.639,0.863,-1.442,0.847,-0.228,1.88,-1.208,2.36,-2.799,-1.13,-1.0,0.08199999999999999,5.569,-2.352,-2.815,0.733,0.75,-2.36,1.954,3.489,-1.453,-1.209,0.49200000000000005,-0.018000000000000002,-0.8029999999999999,-0.129,0.011000000000000001,-1.208,-0.389,-2.303,0.847,3.404,-1.585,-2.5,-0.003,-1.0170000000000001,-1.137,-2.162,-0.7659999999999999,-1.661,1.179,-1.515,2.263,-2.51,-0.8240000000000001,-0.5820000000000001
85,-1.317,-2.22,-1.205,0.713,-0.35600000000000004,1.275,-1.847,-1.5619999999999998,-0.919,-2.602,-1.558,0.821,-1.712,-2.1,0.885,-0.768,1.555,2.4130000000000003,-1.775,-1.272,1.923,-1.82,-0.539,0.813,-1.525,-1.923,-0.033,0.133,-1.141,0.491,-0.005,-2.108,-2.355,-2.092,1.173,4.731,-1.788,-2.6639999999999997,4.123,-1.787,0.179,-2.0140000000000002,-1.656,-2.019,-2.6289999999999996,-0.888,-2.929,-2.86,-0.6729999999999999,-1.182
86,-1.456,-1.537,0.605,0.16399999999999998,0.39399999999999996,0.436,-0.805,-0.775,-0.715,-2.057,-2.003,0.332,-1.538,-2.69,1.33,0.418,2.29,0.794,-1.317,1.0859999999999999,2.6639999999999997,-1.92,0.083,0.7440000000000001,-0.978,-2.072,-0.369,-3.319,-1.8230000000000002,0.09699999999999999,0.013000000000000001,-1.909,-3.5610000000000004,-1.5190000000000001,0.654,4.236000000000001,-0.687,-1.796,5.0,0.0,-0.147,-1.96,-0.865,-0.885,-3.6060000000000003,-1.444,0.545,-2.72,-0.20800000000000002,-1.159
87,-0.34600000000000003,-2.344,-0.304,0.242,-1.4780000000000002,0.617,-1.161,-0.46,-1.413,-2.2840000000000003,-1.719,0.767,-1.901,-1.75,0.10400000000000001,-0.204,5.754,-2.6839999999999997,-1.6480000000000001,1.536,1.851,-1.29,2.137,3.6,-1.361,-1.9240000000000002,0.01,-1.064,-1.537,0.113,0.06,-0.821,-2.733,-2.069,0.528,3.8139999999999996,-0.41200000000000003,-3.887,2.185,-1.473,0.9209999999999999,-0.608,-1.8419999999999999,-1.137,-2.428,-0.9470000000000001,1.227,-1.41,-0.149,-1.421
88,-0.425,-2.2159999999999997,-0.361,0.381,-0.7659999999999999,1.2830000000000001,-2.381,-1.2329999999999999,-0.672,-0.179,-1.569,0.518,-1.722,-1.74,1.341,-0.207,2.721,2.8369999999999997,-2.011,0.252,2.1180000000000003,-0.79,1.7169999999999999,0.892,-1.611,-2.22,0.188,0.341,-0.754,-0.20199999999999999,0.743,-0.983,-0.75,-1.756,0.9940000000000001,4.756,-0.414,-2.0140000000000002,3.3,-0.833,1.244,-3.575,-1.38,-1.379,-1.433,0.665,-2.1959999999999997,-2.77,-0.932,-1.515
89,-0.8959999999999999,-1.495,-0.193,0.255,-1.6840000000000002,2.024,-1.756,-1.127,-0.644,-1.885,-1.2329999999999999,2.78,-3.427,-1.86,0.015,-0.513,6.47,-1.724,-3.025,0.22,1.9580000000000002,-1.96,0.912,2.778,-2.088,-1.974,-0.066,-0.634,-1.115,-0.386,0.142,-1.52,-2.158,-2.0469999999999997,0.648,4.177,-2.238,-5.428,1.3219999999999998,-0.765,-0.017,-2.41,-1.736,-2.013,0.341,-0.737,1.3619999999999999,-2.86,-1.1840000000000002,-1.646
90,-0.625,-2.141,-0.738,0.429,-1.186,1.011,-1.682,-0.9790000000000001,-2.149,-1.855,-1.965,0.597,0.027999999999999997,-1.38,0.46799999999999997,-0.172,6.246,1.617,-1.794,0.08800000000000001,1.969,-0.65,1.1420000000000001,2.892,-2.591,-2.006,1.002,1.5130000000000001,-0.055999999999999994,0.069,0.10099999999999999,-1.6669999999999998,0.995,-0.368,0.8959999999999999,3.511,-2.187,-2.7910000000000004,1.729,-1.575,1.031,-1.61,-1.6219999999999999,-1.692,0.304,-0.7709999999999999,-0.6679999999999999,-2.47,-0.76,-1.089
91,0.848,-2.639,-0.573,0.639,-1.504,-1.046,-2.733,-1.436,-1.226,-1.8530000000000002,-1.7530000000000001,-1.633,-1.558,-1.2,-1.642,-0.6920000000000001,2.457,4.24,-2.477,-0.759,2.592,-2.51,0.389,0.7709999999999999,-2.65,-2.311,-0.379,-1.6469999999999998,-0.6729999999999999,0.787,0.16,-1.642,-2.5380000000000003,-1.107,0.35200000000000004,2.327,-1.6030000000000002,-0.723,2.801,-2.65,0.1,-2.653,-2.262,-2.803,-3.489,-1.916,0.701,-3.02,-0.7659999999999999,-1.579
92,-0.18600000000000003,-2.645,0.436,0.265,-2.6830000000000003,0.263,-3.056,-2.128,-2.271,-2.984,-2.0980000000000003,1.514,-2.476,-1.47,-1.198,-0.098,1.003,2.156,-2.8960000000000004,0.856,1.682,-2.19,1.766,0.624,-2.822,-2.04,-0.649,-2.839,-1.399,0.332,0.063,-2.255,0.0,-1.985,0.841,6.272,-2.549,-3.73,1.1440000000000001,-2.673,1.031,-1.808,-2.31,-0.878,-2.855,-1.949,0.725,-2.89,-0.937,-1.4980000000000002
93,-0.517,-2.947,-0.235,0.46299999999999997,-0.9420000000000001,0.183,-1.9340000000000002,-1.845,-1.619,-1.902,-3.0269999999999997,0.9990000000000001,-2.89,-2.71,-0.135,-0.22,1.673,2.32,-2.1430000000000002,0.162,2.397,-1.25,2.6260000000000003,1.05,-2.576,-1.931,-0.36200000000000004,-0.122,-1.143,0.33,0.36,-1.9380000000000002,-1.798,-0.069,0.8079999999999999,4.552,-0.981,-2.582,1.818,-1.963,0.8390000000000001,-5.019,-2.15,-2.101,-1.4469999999999998,-2.041,-0.315,-1.83,-0.583,-0.914
94,-1.704,-0.61,-0.652,0.528,-1.94,0.745,-0.878,-0.201,-0.565,-1.8630000000000002,-1.198,1.21,-0.945,-0.69,-0.092,-0.223,6.028,-3.5,-1.307,0.867,2.2969999999999997,-1.17,0.7440000000000001,4.033,-1.619,-1.3459999999999999,-0.605,-0.529,-1.423,-0.581,0.361,-0.34,-2.804,-0.067,0.85,2.8760000000000003,-1.361,-3.8789999999999996,1.07,-1.256,0.625,-0.314,-1.14,-1.305,-3.082,-1.673,-0.35100000000000003,-1.67,-0.408,0.128
